,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,GENE NAME ASSOCIATION,SUBSYSTEM,MIRIAM,CONFIDENCE SCORE,rxnKEGGID,rxnBiGGID,rxnRecon3DID,rxnMetaNetXID,rxnRheaID,rxnRheaMasterID,abs_cohens_d
MAR06561_pos,709.0,0.0011849585571957182,-0.5783179421854012,0.0028756991334569883,MAR06561,"D-myo-Inositol-1,4-bisphosphate 1-phosphohydrolase","1D-myo-inositol-1,4-bisphosphate[c] + H2O[c] => 1D-myo-inositol-4-phosphate[c] + Pi[c]",3.1.3.57,ENSG00000151689,[['INPP1']],Inositol phosphate metabolism,kegg.reaction/R03393;vmhreaction/MI14PP;metanetx.reaction/MNXR108141;rhea/15553;sbo/SBO:0000176,0,R03393,,MI14PP,MNXR108141,,RHEA:15553,0.5783179421854012
MAR06562_pos,709.0,0.0011849585571957182,-0.5783179421854012,0.0028756991334569883,MAR06562,1D-myo-inositol 4-phosphate phosphohydrolase,1D-myo-inositol-4-phosphate[c] + H2O[c] => inositol[c] + Pi[c],3.1.3.25,ENSG00000104331 or ENSG00000133731 or ENSG00000141401,"[['IMPAD1'], ['IMPA1'], ['IMPA2']]",Inositol phosphate metabolism,kegg.reaction/R01186;vmhreaction/MI4PP;metanetx.reaction/MNXR101579;rhea/30735;sbo/SBO:0000176,0,R01186,,MI4PP,MNXR101579,,RHEA:30735,0.5783179421854012
MAR00663_pos,711.0,0.0012473703889840546,-0.6020903069529692,0.003012031432670945,MAR00663,,"H2O[c] + PI pool[c] => 1,2-diacylglycerol-LD-PI pool[c] + H+[c] + inositol-1-phosphate[c]",3.1.4.11,ENSG00000101333 or ENSG00000114805 or ENSG00000115556 or ENSG00000124181 or ENSG00000137841 or ENSG00000138193 or ENSG00000139151 or ENSG00000149527 or ENSG00000149782 or ENSG00000161714 or ENSG00000182621 or ENSG00000187091 or ENSG00000197943 or ENSG00000240891,"[['PLCB4'], ['PLCH1'], ['PLCD4'], ['PLCG1'], ['PLCB2'], ['PLCE1'], ['PLCZ1'], ['PLCH2'], ['PLCB3'], ['PLCD3'], ['PLCB1'], ['PLCD1'], ['PLCG2'], ['PLCXD2']]",Inositol phosphate metabolism,bigg.reaction/PIPLC;vmhreaction/PIPLC;vmhreaction/HMR_0663;metanetx.reaction/MNXR102851;sbo/SBO:0000176,0,,PIPLC,HMR_0663;PIPLC,MNXR102851,,,0.6020903069529692
MAR06540_pos,712.0,0.0012797019071039135,-0.6000871359138633,0.0030722692787412964,MAR06540,1D-myo-inositol 1-phosphate phosphohydrolase,H2O[c] + inositol-1-phosphate[c] => inositol[c] + Pi[c],3.1.3.25,ENSG00000104331 or ENSG00000133731 or ENSG00000141401,"[['IMPAD1'], ['IMPA1'], ['IMPA2']]",Inositol phosphate metabolism,kegg.reaction/R01185;bigg.reaction/MI1PP;vmhreaction/MI1PP;metanetx.reaction/MNXR101570;rhea/27670;sbo/SBO:0000176,0,R01185,MI1PP,MI1PP,MNXR101570,,RHEA:27670,0.6000871359138633
MAR06572_pos,714.0,0.0013466977043372194,-0.5862059622569232,0.0032269031712246713,MAR06572,1D-myo-inositol-3-phosphate lyase (isomerizing),glucose-6-phosphate[c] => 1D-myo-inositol-3-phosphate[c],5.5.1.4,ENSG00000105655,[['ISYNA1']],Inositol phosphate metabolism,kegg.reaction/R07324;vmhreaction/HMR_6572;metanetx.reaction/MNXR101575;rhea/10716;sbo/SBO:0000176,0,R07324,,HMR_6572,MNXR101575,,RHEA:10716,0.5862059622569232
MAR06571_pos,714.0,0.0013466977043372194,-0.5862059622568596,0.0032269031712246713,MAR06571,1D-myo-inositol 3-phosphate phosphohydrolase,1D-myo-inositol-3-phosphate[c] + H2O[c] => inositol[c] + Pi[c],3.1.3.25,ENSG00000104331 or ENSG00000133731 or ENSG00000141401,"[['IMPAD1'], ['IMPA1'], ['IMPA2']]",Inositol phosphate metabolism,kegg.reaction/R01187;vmhreaction/MI3PP;metanetx.reaction/MNXR101574;rhea/30739;sbo/SBO:0000176,0,R01187,,MI3PP,MNXR101574,,RHEA:30739,0.5862059622568596
MAR08823_pos,738.0,0.002445740546892212,-0.5161388873661373,0.0056039489642377245,MAR08823,,"1-phosphatidyl-1D-myo-inositol-4-phosphate[n] + H2O[n] => 1D-myo-inositol-1,4-bisphosphate[n] + H+[n] + 1,2-diacylglycerol-LD-PI pool[n]",3.1.4.11,ENSG00000182621,[['PLCB1']],Inositol phosphate metabolism,bigg.reaction/PI4PLCn;vmhreaction/PI4PLCn;metanetx.reaction/MNXR102790;sbo/SBO:0000176,0,,PI4PLCn,PI4PLCn,MNXR102790,,,0.5161388873661373
MAR08833_pos,745.0,0.002894915188408309,-0.5253619810710265,0.006507692864245397,MAR08833,,"H2O[n] + PI pool[n] => H+[n] + inositol-1-phosphate[n] + 1,2-diacylglycerol-LD-PI pool[n]",3.1.4.11,ENSG00000182621,[['PLCB1']],Inositol phosphate metabolism,bigg.reaction/PIPLCn;vmhreaction/PIPLCn;metanetx.reaction/MNXR102851;sbo/SBO:0000176,0,,PIPLCn,PIPLCn,MNXR102851,,,0.5253619810710265
MAR06560_pos,752.0,0.003418220473475423,-0.515357095819174,0.0075547918847060115,MAR06560,"D-myo-Inositol-1,4,5-trisphosphate 5-phosphohydrolase","D-myo-inositol-1,4,5-trisphosphate[c] + H2O[c] => 1D-myo-inositol-1,4-bisphosphate[c] + Pi[c]",3.1.3.56,ENSG00000068383 or ENSG00000132376 or ENSG00000185133,"[['INPP5A'], ['INPP5K'], ['INPP5J']]",Inositol phosphate metabolism,kegg.reaction/R03394;vmhreaction/MI145PP;metanetx.reaction/MNXR108142;rhea/19797;sbo/SBO:0000176,0,R03394,,MI145PP,MNXR108142,,RHEA:19797,0.515357095819174
MAR06559_pos,752.0,0.003418220473475423,-0.5153570958191418,0.0075547918847060115,MAR06559,"1-Phosphatidyl-1D-myo-inositol-4,5-bisphosphate inositoltrisphosphohydrolase","H2O[c] + phosphatidylinositol-4,5-bisphosphate[c] => 1,2-diacylglycerol-LD-PI pool[c] + D-myo-inositol-1,4,5-trisphosphate[c] + H+[c]",3.1.4.11,ENSG00000101333 or ENSG00000114805 or ENSG00000115556 or ENSG00000124181 or ENSG00000137841 or ENSG00000138193 or ENSG00000139151 or ENSG00000149527 or ENSG00000149782 or ENSG00000161714 or ENSG00000182621 or ENSG00000187091 or ENSG00000197943 or ENSG00000240891,"[['PLCB4'], ['PLCH1'], ['PLCD4'], ['PLCG1'], ['PLCB2'], ['PLCE1'], ['PLCZ1'], ['PLCH2'], ['PLCB3'], ['PLCD3'], ['PLCB1'], ['PLCD1'], ['PLCG2'], ['PLCXD2']]",Inositol phosphate metabolism,kegg.reaction/R03435;vmhreaction/PI45PLC;metanetx.reaction/MNXR108168;rhea/33179;sbo/SBO:0000176,0,R03435,,PI45PLC,MNXR108168,,RHEA:33179,0.5153570958191418
MAR06553_pos,762.0,0.004315734107343576,-0.558927387790972,0.00934670050492804,MAR06553,"1-phosphatidyl-1D-myo-inositol-4,5-bisphosphate 4-phosphohydrolase","H2O[c] + phosphatidylinositol-4,5-bisphosphate[c] => 1-phosphatidyl-1D-myo-inositol-5-phosphate[c] + Pi[c]",3.1.3.78,ENSG00000155099 or ENSG00000165782,"[['PIP4P2'], ['PIP4P1']]",Inositol phosphate metabolism,kegg.reaction/R08981;vmhreaction/PI45P4P;rhea/25674;sbo/SBO:0000176,0,R08981,,PI45P4P,,,RHEA:25674,0.558927387790972
MAR06554_pos,762.0,0.004315734107343576,-0.5589273877908378,0.00934670050492804,MAR06554,ATP:1-phosphatidyl-1D-myo-inositol-5-phosphate 4-phosphotransferase,"1-phosphatidyl-1D-myo-inositol-5-phosphate[c] + ATP[c] => ADP[c] + H+[c] + phosphatidylinositol-4,5-bisphosphate[c]",2.7.1.149,ENSG00000150867 or ENSG00000166908 or ENSG00000276293,"[['PIP4K2A'], ['PIP4K2C'], ['PIP4K2B']]",Inositol phosphate metabolism,kegg.reaction/R05803;vmhreaction/PI5P4K;metanetx.reaction/MNXR102819;rhea/12280;sbo/SBO:0000176,0,R05803,,PI5P4K,MNXR102819,,RHEA:12280,0.5589273877908378
MAR06569_pos,774.0,0.005671717741860192,-0.47992887726539735,0.012082453044395198,MAR06569,"D-myo-Inositol 1,3,4-trisphosphate 1-phosphohydrolase","1D-myo-inositol-1,3,4-trisphosphate[c] + H2O[c] => 1D-myo-inositol-3,4-bisphosphate[c] + Pi[c]",3.1.3.57,ENSG00000151689,[['INPP1']],Inositol phosphate metabolism,kegg.reaction/R03427;vmhreaction/MI134PP;metanetx.reaction/MNXR108161;rhea/70319;sbo/SBO:0000176,0,R03427,,MI134PP,MNXR108161,,RHEA:70319,0.47992887726539735
MAR06570_pos,774.0,0.005671717741860192,-0.47992887726539735,0.012082453044395198,MAR06570,"D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase","1D-myo-inositol-3,4-bisphosphate[c] + H2O[c] => 1D-myo-inositol-3-phosphate[c] + Pi[c]",3.1.3.66,ENSG00000040933 or ENSG00000109452,"[['INPP4A'], ['INPP4B']]",Inositol phosphate metabolism,kegg.reaction/R04372;vmhreaction/MI34PP;metanetx.reaction/MNXR108849;sbo/SBO:0000176,0,R04372,,MI34PP,MNXR108849,,,0.47992887726539735
MAR07656_pos,776.0,0.0059318495648696375,-0.4493704180883912,0.012590048056049843,MAR07656,ATP:1D-myo-inositol-5-diphosphate-pentakisphosphate phosphotransferase,5-pp-inspP5[c] + ATP[c] => 1D-myo-inositol-bisdiphosphate-tetrakisphosphate[c] + ADP[c],2.7.4.24,ENSG00000145725 or ENSG00000168781,"[['PPIP5K2'], ['PPIP5K1']]",Inositol phosphate metabolism,kegg.reaction/R08964;vmhreaction/HMR_7656;metanetx.reaction/MNXR112453;rhea/10276;sbo/SBO:0000176,0,R08964,,HMR_7656,MNXR112453,,RHEA:10276,0.4493704180883912
MAR08835_pos,776.0,0.0059318495648696375,-0.4493704180882026,0.012590048056049843,MAR08835,,"1D-myo-inositol-bisdiphosphate-tetrakisphosphate[c] + 2 H2O[c] => 1D-myo-inositol-1,3,4,5,6-pentakisphosphate[c] + H+[c] + Pi[c] + PPi[c]",2.7.4.21,ENSG00000068745 or ENSG00000145725 or ENSG00000161896 or ENSG00000168781 or ENSG00000176095,"[['IP6K2'], ['PPIP5K2'], ['IP6K3'], ['PPIP5K1'], ['IP6K1']]",Inositol phosphate metabolism,bigg.reaction/PMI1346PH;vmhreaction/PMI1346PH;metanetx.reaction/MNXR101556;sbo/SBO:0000176,0,,PMI1346PH,PMI1346PH,MNXR101556,,,0.4493704180882026
MAR06576_pos,776.0,0.0059318495648696375,-0.44937041808818484,0.012590048056049843,MAR06576,"ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase","1D-myo-inositol-1,3,4,5,6-pentakisphosphate[c] + ATP[c] => ADP[c] + H+[c] + myo-inositol-hexakisphosphate[c]",2.7.1.158,ENSG00000127080,[['IPPK']],Inositol phosphate metabolism,kegg.reaction/R05202;vmhreaction/MI13456PK;metanetx.reaction/MNXR109392;rhea/20313;sbo/SBO:0000176,0,R05202,,MI13456PK,MNXR109392,,RHEA:20313,0.44937041808818484
MAR06566_pos,778.0,0.006202685194765742,-0.5064161128524353,0.013129528406616502,MAR06566,"ATP:1D-myo-inositol-1,3,4-trisphosphate 5-phosphotransferase","1D-myo-inositol-1,3,4-trisphosphate[c] + ATP[c] => 1D-myo-inositol-1,3,4,5-tetrakisphosphate[c] + ADP[c] + H+[c]",2.7.1.159,ENSG00000100605,[['ITPK1']],Inositol phosphate metabolism,kegg.reaction/R03428;vmhreaction/HMR_6566;metanetx.reaction/MNXR108162;rhea/13253;sbo/SBO:0000176,0,R03428,,HMR_6566,MNXR108162,,RHEA:13253,0.5064161128524353
MAR06565_pos,778.0,0.006202685194765742,-0.5064161128523563,0.013129528406616502,MAR06565,"D-myo-Inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase","1D-myo-inositol-1,3,4,5-tetrakisphosphate[c] + H2O[c] => 1D-myo-inositol-1,3,4-trisphosphate[c] + Pi[c]",3.1.3.56;3.1.3.86,ENSG00000068383 or ENSG00000132376 or ENSG00000168918 or ENSG00000185133,"[['INPP5A'], ['INPP5K'], ['INPP5D'], ['INPP5J']]",Inositol phosphate metabolism,kegg.reaction/R03430;vmhreaction/MI1345PP;metanetx.reaction/MNXR108164;rhea/11392;sbo/SBO:0000176,0,R03430,,MI1345PP,MNXR108164,,RHEA:11392,0.5064161128523563
MAR06552_pos,790.0,0.008074510438440135,-0.5258867330667713,0.016729920908422725,MAR06552,"Phosphatidyl-myo-inositol-4,5-bisphosphate 4-phosphohydrolase","H2O[c] + phosphatidylinositol-4,5-bisphosphate[c] => 1-phosphatidyl-1D-myo-inositol-4-phosphate[c] + Pi[c]",3.1.3.36,ENSG00000078269 or ENSG00000122126 or ENSG00000148384 or ENSG00000159082 or ENSG00000204084,"[['SYNJ2'], ['OCRL'], ['INPP5E'], ['SYNJ1'], ['INPP5B']]",Inositol phosphate metabolism,kegg.reaction/R04404;vmhreaction/PI45P5P;metanetx.reaction/MNXR102726;rhea/22764;sbo/SBO:0000176,0,R04404,,PI45P5P,MNXR102726,,RHEA:22764,0.5258867330667713
MAR06551_pos,790.0,0.008074510438440135,-0.525886733066767,0.016729920908422725,MAR06551,ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 5-phosphotransferase,"1-phosphatidyl-1D-myo-inositol-4-phosphate[c] + ATP[c] => ADP[c] + H+[c] + phosphatidylinositol-4,5-bisphosphate[c]",2.7.1.68,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,"[['PIP5K1B'], ['PIP5K1A'], ['PIP5KL1'], ['PIP5K1C']]",Inositol phosphate metabolism,kegg.reaction/R03469;vmhreaction/PI4P5K;metanetx.reaction/MNXR102789;rhea/14425;sbo/SBO:0000176,0,R03469,,PI4P5K,MNXR102789,,RHEA:14425,0.525886733066767
MAR08803_pos,807.0,0.011590637405627064,-0.41833221616415106,0.023193664589346727,MAR08803,"ATP:1D-myo-inositol-1,4,5,6-tetrakisphosphate 3-phosphotransferase","1D-myo-inositol-1,4,5,6-tetrakisphosphate[n] + ATP[n] => 1D-myo-inositol-1,3,4,5,6-pentakisphosphate[n] + ADP[n] + H+[n]",2.7.1.151,ENSG00000151151,[['IPMK']],Inositol phosphate metabolism,kegg.reaction/R05801;bigg.reaction/MI1456PKn;vmhreaction/MI1456PKn;metanetx.reaction/MNXR95817;rhea/11856;sbo/SBO:0000176,0,R05801,MI1456PKn,MI1456PKn,MNXR95817,,RHEA:11856,0.41833221616415106
MAR08804_pos,807.0,0.011590637405627064,-0.41833221616415106,0.023193664589346727,MAR08804,"ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase","ATP[n] + D-myo-inositol-1,4,5-trisphosphate[n] => 1D-myo-inositol-1,4,5,6-tetrakisphosphate[n] + ADP[n] + H+[n]",2.7.1.151,ENSG00000151151,[['IPMK']],Inositol phosphate metabolism,kegg.reaction/R05800;bigg.reaction/MI145P6Kn;vmhreaction/MI145P6Kn;metanetx.reaction/MNXR95818;rhea/17717;sbo/SBO:0000176,0,R05800,MI145P6Kn,MI145P6Kn,MNXR95818,,RHEA:17717,0.41833221616415106
MAR08799_pos,807.0,0.011590637405627064,-0.41833221616408556,0.023193664589346727,MAR08799,,"1D-myo-inositol-1,3,4,5-tetrakisphosphate[n] + ATP[n] => 1D-myo-inositol-1,3,4,5,6-pentakisphosphate[n] + ADP[n] + H+[n]",2.7.1.151,ENSG00000151151,[['IPMK']],Inositol phosphate metabolism,bigg.reaction/MI1345PKn;vmhreaction/MI1345PKn;metanetx.reaction/MNXR101558;sbo/SBO:0000176,0,,MI1345PKn,MI1345PKn,MNXR101558,,,0.41833221616408556
MAR08805_pos,807.0,0.011590637405627064,-0.41833221616408556,0.023193664589346727,MAR08805,"ATP:1D-myo-inositol-1,4,5-trisphosphate 3-phosphotransferase","ATP[n] + D-myo-inositol-1,4,5-trisphosphate[n] => 1D-myo-inositol-1,3,4,5-tetrakisphosphate[n] + ADP[n] + H+[n]",2.7.1.151,ENSG00000151151,[['IPMK']],Inositol phosphate metabolism,kegg.reaction/R03433;bigg.reaction/MI145PKn;vmhreaction/MI145PKn;metanetx.reaction/MNXR101564;rhea/11020;sbo/SBO:0000176,0,R03433,MI145PKn,MI145PKn,MNXR101564,,RHEA:11020,0.41833221616408556
MAR08818_pos,807.0,0.011590637405627064,-0.4183322161640668,0.023193664589346727,MAR08818,"1-Phosphatidyl-1D-myo-inositol-4,5-bisphosphate inositoltrisphosphohydrolase","H2O[n] + phosphatidylinositol-4,5-bisphosphate[n] => D-myo-inositol-1,4,5-trisphosphate[n] + H+[n] + 1,2-diacylglycerol-LD-PI pool[n]",3.1.4.11,ENSG00000101333 or ENSG00000115556 or ENSG00000124181 or ENSG00000137841 or ENSG00000138193 or ENSG00000139151 or ENSG00000149782 or ENSG00000161714 or ENSG00000182621 or ENSG00000187091 or ENSG00000197943,"[['PLCB4'], ['PLCD4'], ['PLCG1'], ['PLCB2'], ['PLCE1'], ['PLCZ1'], ['PLCB3'], ['PLCD3'], ['PLCB1'], ['PLCD1'], ['PLCG2']]",Inositol phosphate metabolism,kegg.reaction/R03435;bigg.reaction/PI45PLCn;vmhreaction/PI45PLCn;metanetx.reaction/MNXR102727;rhea/33179;sbo/SBO:0000176,0,R03435,PI45PLCn,PI45PLCn,MNXR102727,,RHEA:33179,0.4183322161640668
MAR08836_pos,818.0,0.014534909686537362,-0.3857555804528427,0.02857374737012123,MAR08836,,"1D-myo-inositol-bisdiphosphate-tetrakisphosphate[n] + 2 H2O[n] => 1D-myo-inositol-1,3,4,5,6-pentakisphosphate[n] + H+[n] + Pi[n] + PPi[n]",2.7.4.21,ENSG00000068745 or ENSG00000145725 or ENSG00000161896 or ENSG00000168781 or ENSG00000176095,"[['IP6K2'], ['PPIP5K2'], ['IP6K3'], ['PPIP5K1'], ['IP6K1']]",Inositol phosphate metabolism,bigg.reaction/PMI1346PHn;vmhreaction/PMI1346PHn;metanetx.reaction/MNXR101556;sbo/SBO:0000176,0,,PMI1346PHn,PMI1346PHn,MNXR101556,,,0.3857555804528427
MAR09483_pos,2304.0,3.234612555475504e-17,17.23503237756138,1.8142905479700807e-15,MAR09483,,2 H2O[e] + kinetensin[e] => kinetensin 1-3[e] + kinetensin 4-8[e] + leucine[e],3.4.21.59,ENSG00000095917 or ENSG00000172236 or ENSG00000197253,"[['TPSD1'], ['TPSAB1'], ['TPSB2']]",Isolated,vmhreaction/RE2304E;sbo/SBO:0000176,0,,,RE2304E,,,,17.23503237756138
MAR09571_pos,2256.0,6.115258022973396e-16,1.627291916753881,1.900043654606838e-14,MAR09571,(5-glutamyl)-peptide:amino-acid 5-glutamyltransferase,gamma-glutamyl-beta-cyanoalanine[e] + H2O[e] => glutamate[e] + H+[e] + L-3-cyanoalanine[e],2.3.2.2,ENSG00000099998 or ENSG00000100031 or ENSG00000100121 or ENSG00000131067 or ENSG00000167741 or ENSG00000274252,"[['GGT5'], ['GGT1'], ['GGTLC2'], ['GGT7'], ['GGT6'], ['GGTLC3']]",Isolated,kegg.reaction/R03970;vmhreaction/r0648;metanetx.reaction/MNXR105361;sbo/SBO:0000176,0,R03970,,r0648,MNXR105361,,,1.627291916753881
MAR09572_pos,2251.0,8.3014661885502e-16,1.8055480936020392,2.4814921684576407e-14,MAR09572,gamma-glutamyl-beta-aminopropiononitrile amidohydrolase,glutamate[e] + 2 H+[e] + L-3-cyanoalanine[e] => CO2[e] + gamma-glutamyl-3-aminopropiononitrile[e] + H2O[e],2.3.2.2,ENSG00000099998 or ENSG00000100031 or ENSG00000100121 or ENSG00000131067 or ENSG00000167741 or ENSG00000274252,"[['GGT5'], ['GGT1'], ['GGTLC2'], ['GGT7'], ['GGT6'], ['GGTLC3']]",Isolated,kegg.reaction/R03971;vmhreaction/r0649;metanetx.reaction/MNXR105362;metanetx.reaction/MNXR108560;sbo/SBO:0000176,0,R03971,,r0649,MNXR105362;MNXR108560,,,1.8055480936020392
MAR09556_pos,2237.0,1.7110234357510882e-15,2.937759783664788,4.8994812569423126e-14,MAR09556,,H2O[e] + lactose-6-phosphate[e] => lactose[e] + Pi[e],3.2.1.23,ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167,"[['LCT', 'GLB1L', 'GLB1', 'TMPPE']]",Isolated,kegg.reaction/R01679;vmhreaction/r0380;metanetx.reaction/MNXR105332;sbo/SBO:0000176,0,R01679,,r0380,MNXR105332,,,2.937759783664788
MAR09807_pos,1897.0,4.8857124222001564e-08,1.2972418015206073,2.8626146023031903e-07,MAR09807,(5R)-5-phosphooxy-L-lysine phosphate-lyase (deaminating,H2O[c] + 5-Phosphonooxy-L-lysine[c] => 2-aminoadipate 6-semialdehyde[c] + H+[c] + NH3[c] + Pi[c],4.2.3.134,ENSG00000175309,[['PHYKPL']],Isolated,kegg.reaction/R10270;vmhreaction/HMR_9807;metanetx.reaction/MNXR95619;rhea/34091;sbo/SBO:0000176,0,R10270,,HMR_9807,MNXR95619,,RHEA:34091,1.2972418015206073
MAR09801_pos,1897.0,4.8857124222001564e-08,1.297241801520602,2.8626146023031903e-07,MAR09801,GTP:5-hydroxy-L-lysine O-phosphotransferase,GTP[c] + L-hydroxylysine[c] <=> GDP[c] + 5-Phosphonooxy-L-lysine[c],2.7.1.81,ENSG00000188266,[['HYKK']],Isolated,kegg.reaction/R03378;vmhreaction/HMR_9801;metanetx.reaction/MNXR100675;rhea/19049;sbo/SBO:0000176,0,R03378,,HMR_9801,MNXR100675,,RHEA:19049,1.297241801520602
MAR20045_pos,1886.0,6.5841728830095e-08,0.24399483316672668,3.821882678137607e-07,MAR20045,MAR20045,hydroxymethylglutathione[c] + NAD+[c] => formylglutathione[c] + H+[c] + NADH[c],1.1.1.284,ENSG00000197894,[['ADH5']],Isolated,kegg.reaction/R06983;bigg.reaction/FALDH2;bigg.reaction/R_FALDH2;bigg.reaction/R_r1378;bigg.reaction/r1378;metanetx.reaction/MNXR146812;rhea/19985;sbo/SBO:0000176,0,R06983,FALDH2;R_FALDH2;R_r1378;r1378,,MNXR146812,RHEA:19985,,0.24399483316672668
MAR08645_pos,1847.0,3.5988283590215206e-07,1.2736395411905848,1.8313303943155383e-06,MAR08645,cocaine benzoylhydrolase,cocaine[r] + H2O[r] => benzoate[r] + ecgonine-methyl ester[r] + H+[r],3.1.1.84,ENSG00000172831,[['CES2']],Isolated,kegg.reaction/R06728;bigg.reaction/COQ3m;vmhreaction/COKECBESr;metanetx.reaction/MNXR96850;rhea/27506;sbo/SBO:0000176,0,R06728,COQ3m,COKECBESr,MNXR96850,,RHEA:27506,1.2736395411905848
MAR08643_pos,1631.0,0.0004544325466132866,0.9703761068518463,0.0012047409839052185,MAR08643,cocaine benzoylhydrolase,cocaine[c] + H2O[c] => benzoate[c] + ecgonine-methyl ester[c] + H+[c],3.1.1.1;3.1.1.84;3.1.1.56,ENSG00000159398 or ENSG00000172828 or ENSG00000172831 or ENSG00000198848,"[['CES5A'], ['CES3'], ['CES2'], ['CES1']]",Isolated,kegg.reaction/R06728;vmhreaction/HMR_8643;metanetx.reaction/MNXR110488;rhea/27506;sbo/SBO:0000176,0,R06728,,HMR_8643,MNXR110488,,RHEA:27506,0.9703761068518463
MAR20044_pos,1537.0,0.004840308658933472,0.521269819840033,0.010398574447882324,MAR20044,MAR20044,hydroxymethylglutathione[c] + NADP+[c] => formylglutathione[c] + H+[c] + NADPH[c],1.1.1.284,ENSG00000197894,[['ADH5']],Isolated,kegg.reaction/R07140;metanetx.reaction/MNXR110840;rhea/19981;sbo/SBO:0000176,0,R07140,,,MNXR110840,RHEA:19981,,0.521269819840033
MAR09474_pos,1465.0,0.02202802437031247,0.486716219652033,0.041790181526450414,MAR09474,,hippurate[c] + SAM[c] => H+[c] + O-methylhippurate[c] + SAH[c],2.1.1.6,ENSG00000093010 or ENSG00000184154,"[['COMT'], ['LRTOMT']]",Isolated,vmhreaction/RE2127C;metanetx.reaction/MNXR103614;sbo/SBO:0000176,0,,,RE2127C,MNXR103614,,,0.486716219652033
MAR07472_pos,801.0,0.010218857322522623,-0.4289315200615974,0.0207059406388985,MAR07472,,"CMP-N-acetylneuraminate[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 1[g] => CMP[g] + H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 2[g]",2.4.99.4,ENSG00000008513 or ENSG00000110080 or ENSG00000157350,"[['ST3GAL1'], ['ST3GAL4'], ['ST3GAL2']]",Keratan sulfate biosynthesis,bigg.reaction/S23T4g;vmhreaction/S23T4g;metanetx.reaction/MNXR104125;sbo/SBO:0000176,0,,S23T4g,S23T4g,MNXR104125,,,0.4289315200615974
MAR07476_pos,801.0,0.010218857322522623,-0.4289315200615582,0.0207059406388985,MAR07476,,"keratan sulfate II (core 4-linked), biosynthesis, precursor 5[g] + PAPS[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 6[g] + PAP[g]",2.8.2.-,ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,"[['CHST5'], ['CHST4'], ['CHST2'], ['CHST6']]",Keratan sulfate biosynthesis,bigg.reaction/S6T16g;vmhreaction/S6T16g;metanetx.reaction/MNXR104190;sbo/SBO:0000176,0,,S6T16g,S6T16g,MNXR104190,,,0.4289315200615582
MAR07479_pos,801.0,0.010218857322522623,-0.4289315200615582,0.0207059406388985,MAR07479,,"keratan sulfate II (core 4-linked), biosynthesis, precursor 8[g] + PAPS[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 9[g] + PAP[g]",2.8.2.-,ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,"[['CHST5'], ['CHST4'], ['CHST2'], ['CHST6']]",Keratan sulfate biosynthesis,bigg.reaction/S6T17g;vmhreaction/S6T17g;metanetx.reaction/MNXR104191;sbo/SBO:0000176,0,,S6T17g,S6T17g,MNXR104191,,,0.4289315200615582
MAR07481_pos,801.0,0.010218857322522623,-0.4289315200615582,0.0207059406388985,MAR07481,,"keratan sulfate II (core 4-linked), biosynthesis, precursor 10[g] + PAPS[g] => H+[g] + keratan sulfate II (core 4-linked)[g] + PAP[g]",2.8.2.17;2.8.2.21,ENSG00000122863 or ENSG00000147119 or ENSG00000175264,"[['CHST3'], ['CHST7'], ['CHST1']]",Keratan sulfate biosynthesis,bigg.reaction/S6T18g;vmhreaction/S6T18g;metanetx.reaction/MNXR104192;sbo/SBO:0000176,0,,S6T18g,S6T18g,MNXR104192,,,0.4289315200615582
MAR07442_pos,815.0,0.013672771070203467,-0.42276005676460354,0.0270065180094127,MAR07442,,"CMP-N-acetylneuraminate[g] + core 2[g] => CMP[g] + H+[g] + keratan sulfate II biosynthesis, precursor 1[g]",2.4.99.4,ENSG00000008513 or ENSG00000110080 or ENSG00000157350,"[['ST3GAL1'], ['ST3GAL4'], ['ST3GAL2']]",Keratan sulfate biosynthesis,bigg.reaction/S23T2g;vmhreaction/S23T2g;metanetx.reaction/MNXR104123;sbo/SBO:0000176,0,,S23T2g,S23T2g,MNXR104123,,,0.42276005676460354
