,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,GENE NAME ASSOCIATION,SUBSYSTEM,MIRIAM,CONFIDENCE SCORE,rxnKEGGID,rxnBiGGID,rxnRecon3DID,rxnMetaNetXID,rxnRheaID,rxnRheaMasterID,abs_cohens_d
MAR04446_pos,214.0,6.3232396898672886e-12,-2.110860286894527,7.821822997786541e-12,MAR04446,5-methyltetrahydrofolate:NADP+ oxidoreductase,"5,10-methylene-THF[c] + 2 H+[c] + NADPH[c] => 5-methyl-THF[c] + NADP+[c]",1.5.1.20,ENSG00000177000,[['MTHFR']],Folate metabolism,kegg.reaction/R01224;bigg.reaction/MTHFR3;vmhreaction/MTHFR3;metanetx.reaction/MNXR101752;rhea/19817;sbo/SBO:0000176,0,R01224,MTHFR3,MTHFR3,MNXR101752,,RHEA:19817,2.110860286894527
MAR04448_pos,214.0,6.3232396898672886e-12,-2.110860286894527,7.821822997786541e-12,MAR04448,5-methyltetrahydrofolate:NAD+ oxidoreductase,"5,10-methylene-THF[c] + 2 H+[c] + NADH[c] => 5-methyl-THF[c] + NAD+[c]",1.5.1.20,ENSG00000177000,[['MTHFR']],Folate metabolism,kegg.reaction/R07168;vmhreaction/r0792;metanetx.reaction/MNXR101751;rhea/19821;sbo/SBO:0000176,0,R07168,,r0792,MNXR101751,,RHEA:19821,2.110860286894527
MAR04335_pos,280.0,1.7024834361483902e-10,-1.5507134313772446,1.9963637135924625e-10,MAR04335,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",dihydrofolate[m] + H+[m] + NADPH[m] <=> NADP+[m] + THF[m],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R00939;vmhreaction/r0226;metanetx.reaction/MNXR97401;rhea/15009;sbo/SBO:0000176,0,R00939,,r0226,MNXR97401,,RHEA:15009,1.5507134313772446
MAR08143_pos,299.0,4.1893519701162513e-10,-1.5928740615005206,4.887685870281796e-10,MAR08143,5-Formyltetrahydrofolate cyclo-ligase (ADP-forming),"5-formyl-THF[c] + ATP[c] => 5,10-methenyl-THF[c] + ADP[c] + Pi[c]",6.3.3.2,ENSG00000136371,[['MTHFS']],Folate metabolism,kegg.reaction/R02301;bigg.reaction/FTHFLi;vmhreaction/FTHFCL;metanetx.reaction/MNXR99672;rhea/10488;sbo/SBO:0000176,0,R02301,FTHFLi,FTHFCL,MNXR99672,,RHEA:10488,1.5928740615005206
MAR04505_pos,351.0,4.4705952035822835e-09,-1.4534784751566623,5.11402284074979e-09,MAR04505,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)","10-formyl-THF[m] + H+[m] <=> 5,10-methenyl-THF[m] + H2O[m]",3.5.4.9,ENSG00000065911 or ENSG00000120254 or ENSG00000163738,"[['MTHFD2'], ['MTHFD1L'], ['MTHFD2L']]",Folate metabolism,kegg.reaction/R01655;bigg.reaction/MTHFCm;vmhreaction/MTHFCm;metanetx.reaction/MNXR101748;rhea/23700;sbo/SBO:0000176,0,R01655,MTHFCm,MTHFCm,MNXR101748,,RHEA:23700,1.4534784751566623
MAR04503_neg,351.0,4.4705952035822835e-09,-1.4534784751566603,5.11402284074979e-09,MAR04503,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)","10-formyl-THF[c] + H+[c] <=> 5,10-methenyl-THF[c] + H2O[c]",3.5.4.9,ENSG00000100714,[['MTHFD1']],Folate metabolism,kegg.reaction/R01655;bigg.reaction/MTHFC;vmhreaction/MTHFC;metanetx.reaction/MNXR101748;rhea/23700;sbo/SBO:0000176,0,R01655,MTHFC,MTHFC,MNXR101748,,RHEA:23700,1.4534784751566603
MAR03925_neg,415.0,6.740563030445818e-08,-1.2380232422474733,7.500844555793099e-08,MAR03925,"5,6,7,8-tetrahydrobiopterin:NAD+ oxidoreductase",dihydrobiopterin[c] + H+[c] + NADH[c] <=> NAD+[c] + tetrahydrobiopterin[c],1.5.1.34,ENSG00000151552,[['QDPR']],Folate metabolism,kegg.reaction/R01793;bigg.reaction/DHPR;vmhreaction/DHPR;metanetx.reaction/MNXR107172;metanetx.reaction/MNXR97436;rhea/32251;sbo/SBO:0000176,0,R01793,DHPR,DHPR,MNXR107172;MNXR97436,,RHEA:32251,1.2380232422474733
MAR04654_pos,420.0,8.314773454576895e-08,-1.0946432327554871,9.190592991999181e-08,MAR04654,dihydrofolate:NAD+ oxidoreductase,folate[c] + NADH[c] <=> dihydrofolate[c] + NAD+[c],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R02235;vmhreaction/r0512;metanetx.reaction/MNXR97399;sbo/SBO:0000176,0,R02235,,r0512,MNXR97399,,,1.0946432327554871
MAR04332_pos,420.0,8.314773454576895e-08,-1.0946432327554867,9.190592991999181e-08,MAR04332,"5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase",dihydrofolate[c] + H+[c] + NADH[c] <=> NAD+[c] + THF[c],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R00936;vmhreaction/r0224;metanetx.reaction/MNXR97402;sbo/SBO:0000176,0,R00936,,r0224,MNXR97402,,,1.0946432327554867
MAR04655_neg,420.0,8.314773454576895e-08,-1.0946432327554865,9.190592991999181e-08,MAR04655,dihydrofolate:NADP+ oxidoreductase,folate[c] + NADPH[c] <=> dihydrofolate[c] + NADP+[c],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R02236;bigg.reaction/FOLR2;vmhreaction/FOLR2;metanetx.reaction/MNXR97400;rhea/31103;sbo/SBO:0000176,0,R02236,FOLR2,FOLR2,MNXR97400,,RHEA:31103,1.0946432327554865
MAR04333_neg,420.0,8.314773454576895e-08,-1.094643232755486,9.190592991999181e-08,MAR04333,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",dihydrofolate[c] + H+[c] + NADPH[c] <=> NADP+[c] + THF[c],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R00939;bigg.reaction/DHFR;vmhreaction/DHFR;metanetx.reaction/MNXR97401;rhea/15009;sbo/SBO:0000176,0,R00939,DHFR,DHFR,MNXR97401,,RHEA:15009,1.094643232755486
MAR04656_pos,459.0,3.8868372735258745e-07,-1.2296589493379266,4.26421115123039e-07,MAR04656,dihydrofolate:NADP+ oxidoreductase,folate[m] + NADPH[m] => dihydrofolate[m] + NADP+[m],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R02236;vmhreaction/r0514;metanetx.reaction/MNXR97400;rhea/31103;sbo/SBO:0000176,0,R02236,,r0514,MNXR97400,,RHEA:31103,1.2296589493379266
MAR04335_neg,465.0,4.89412081283526e-07,-1.1342422043671836,5.362235464179753e-07,MAR04335,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",dihydrofolate[m] + H+[m] + NADPH[m] <=> NADP+[m] + THF[m],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R00939;vmhreaction/r0226;metanetx.reaction/MNXR97401;rhea/15009;sbo/SBO:0000176,0,R00939,,r0226,MNXR97401,,RHEA:15009,1.1342422043671836
MAR04332_neg,593.0,4.267818043349039e-05,-0.8785690332562317,4.538829026115923e-05,MAR04332,"5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase",dihydrofolate[c] + H+[c] + NADH[c] <=> NAD+[c] + THF[c],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R00936;vmhreaction/r0224;metanetx.reaction/MNXR97402;sbo/SBO:0000176,0,R00936,,r0224,MNXR97402,,,0.8785690332562317
MAR04333_pos,593.0,4.267818043349039e-05,-0.878569033256228,4.538829026115923e-05,MAR04333,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",dihydrofolate[c] + H+[c] + NADPH[c] <=> NADP+[c] + THF[c],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R00939;bigg.reaction/DHFR;vmhreaction/DHFR;metanetx.reaction/MNXR97401;rhea/15009;sbo/SBO:0000176,0,R00939,DHFR,DHFR,MNXR97401,,RHEA:15009,0.878569033256228
MAR04655_pos,593.0,4.267818043349039e-05,-0.8785690332562271,4.538829026115923e-05,MAR04655,dihydrofolate:NADP+ oxidoreductase,folate[c] + NADPH[c] <=> dihydrofolate[c] + NADP+[c],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R02236;bigg.reaction/FOLR2;vmhreaction/FOLR2;metanetx.reaction/MNXR97400;rhea/31103;sbo/SBO:0000176,0,R02236,FOLR2,FOLR2,MNXR97400,,RHEA:31103,0.8785690332562271
MAR04654_neg,593.0,4.267818043349039e-05,-0.8785690332562104,4.538829026115923e-05,MAR04654,dihydrofolate:NAD+ oxidoreductase,folate[c] + NADH[c] <=> dihydrofolate[c] + NAD+[c],1.5.1.3,ENSG00000178700 or ENSG00000228716,"[['DHFR2'], ['DHFR']]",Folate metabolism,kegg.reaction/R02235;vmhreaction/r0512;metanetx.reaction/MNXR97399;sbo/SBO:0000176,0,R02235,,r0512,MNXR97399,,,0.8785690332562104
MAR04503_pos,628.0,0.00012504718816581448,-0.7957907028581849,0.00013182002849428958,MAR04503,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)","10-formyl-THF[c] + H+[c] <=> 5,10-methenyl-THF[c] + H2O[c]",3.5.4.9,ENSG00000100714,[['MTHFD1']],Folate metabolism,kegg.reaction/R01655;bigg.reaction/MTHFC;vmhreaction/MTHFC;metanetx.reaction/MNXR101748;rhea/23700;sbo/SBO:0000176,0,R01655,MTHFC,MTHFC,MNXR101748,,RHEA:23700,0.7957907028581849
MAR04505_neg,628.0,0.00012504718816581448,-0.7957907028581838,0.00013182002849428958,MAR04505,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)","10-formyl-THF[m] + H+[m] <=> 5,10-methenyl-THF[m] + H2O[m]",3.5.4.9,ENSG00000065911 or ENSG00000120254 or ENSG00000163738,"[['MTHFD2'], ['MTHFD1L'], ['MTHFD2L']]",Folate metabolism,kegg.reaction/R01655;bigg.reaction/MTHFCm;vmhreaction/MTHFCm;metanetx.reaction/MNXR101748;rhea/23700;sbo/SBO:0000176,0,R01655,MTHFCm,MTHFCm,MNXR101748,,RHEA:23700,0.7957907028581838
MAR04442_neg,859.0,0.03208647246135802,-0.3633759864946957,0.03257930886765941,MAR04442,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase","5,10-methenyl-THF[c] + NADPH[c] <=> 5,10-methylene-THF[c] + NADP+[c]",1.5.1.5,ENSG00000100714,[['MTHFD1']],Folate metabolism,kegg.reaction/R01220;bigg.reaction/MTHFD;vmhreaction/MTHFD;metanetx.reaction/MNXR101749;rhea/22812;sbo/SBO:0000176,0,R01220,MTHFD,MTHFD,MNXR101749,,RHEA:22812,0.3633759864946957
MAR08144_pos,859.0,0.03208647246135802,-0.36337598649469527,0.03257930886765941,MAR08144,"5,10-methylenetetrahydrofolate:NAD+ oxidoreductase","5,10-methenyl-THF[c] + NADH[c] <=> 5,10-methylene-THF[c] + NAD+[c]",1.5.1.5,ENSG00000100714,[['MTHFD1']],Folate metabolism,kegg.reaction/R01218;bigg.reaction/MTHFD2m;vmhreaction/MTHFD2;metanetx.reaction/MNXR101750;rhea/22892;sbo/SBO:0000176,0,R01218,MTHFD2m,MTHFD2,MNXR101750,,RHEA:22892,0.36337598649469527
MAR03560_pos,8.0,5.331372295258117e-17,-3.7909580399276313,1.824460037916609e-16,MAR03560,Steryl-ester acylhydrolase,cholesterol-ester-13-eicose[l] + H2O[l] => (13Z)-eicosenoic acid[l] + cholesterol[l] + H+[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3560;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3560,MNXR107315,,RHEA:10100,3.7909580399276313
MAR03567_pos,8.0,5.331372295258117e-17,-3.7909580399276313,1.824460037916609e-16,MAR03567,Steryl-ester acylhydrolase,cholesterol-ester-13-docose[l] + H2O[l] => cholesterol[l] + cis-erucic acid[l] + H+[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3567;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3567,MNXR107315,,RHEA:10100,3.7909580399276313
MAR03583_pos,8.0,5.331372295258117e-17,-3.7909580399276313,1.824460037916609e-16,MAR03583,Steryl-ester acylhydrolase,"cholesterol-ester-13,16,19-doco[l] + H2O[l] => 13,16,19-docosatrienoic acid[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3583;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3583,MNXR107315,,RHEA:10100,3.7909580399276313
MAR03595_pos,8.0,5.331372295258117e-17,-3.7909580399276313,1.824460037916609e-16,MAR03595,Steryl-ester acylhydrolase,"cholesterol-ester-13,16-docosa[l] + H2O[l] => (13Z,16Z)-docosadienoic acid[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3595;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3595,MNXR107315,,RHEA:10100,3.7909580399276313
MAR03553_pos,8.0,5.331372295258117e-17,-3.7909580399266556,1.824460037916609e-16,MAR03553,Steryl-ester acylhydrolase,cholesterol-ester-13-octade[l] + H2O[l] => (13Z)-octadecenoic acid[l] + cholesterol[l] + H+[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3553;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3553,MNXR107315,,RHEA:10100,3.7909580399266556
MAR03571_pos,8.0,5.331372295258117e-17,-3.7909580399266556,1.824460037916609e-16,MAR03571,Steryl-ester acylhydrolase,cholesterol-ester-15-tetra[l] + H2O[l] => cholesterol[l] + H+[l] + nervonic acid[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3571;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3571,MNXR107315,,RHEA:10100,3.7909580399266556
MAR03587_pos,8.0,5.331372295258117e-17,-3.790958039926635,1.824460037916609e-16,MAR03587,Steryl-ester acylhydrolase,cholesterol-ester-gamma-lin[l] + H2O[l] => cholesterol[l] + gamma-linolenate[l] + H+[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3587;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3587,MNXR107315,,RHEA:10100,3.790958039926635
MAR03581_pos,8.0,5.331372295258117e-17,-3.7909580399266214,1.824460037916609e-16,MAR03581,Steryl-ester acylhydrolase,"cholesterol-ester-4,7,10,13,16,19-doco[l] + H2O[l] => cholesterol[l] + DHA[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3581;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3581,MNXR107315,,RHEA:10100,3.7909580399266214
MAR03578_pos,8.0,5.331372295258117e-17,-3.7909580399266196,1.824460037916609e-16,MAR03578,Steryl-ester acylhydrolase,"cholesterol-ester-7,10,13,16,19-docosa[l] + H2O[l] => cholesterol[l] + DPA[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3578;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3578,MNXR107315,,RHEA:10100,3.7909580399266196
MAR03588_pos,8.0,5.331372295258117e-17,-3.7909580399266147,1.824460037916609e-16,MAR03588,Steryl-ester acylhydrolase,cholesterol-ester-dihomo-gamma[l] + H2O[l] => cholesterol[l] + dihomo-gamma-linolenate[l] + H+[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3588;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3588,MNXR107315,,RHEA:10100,3.7909580399266147
MAR03576_pos,8.0,5.331372295258117e-17,-3.790958039926601,1.824460037916609e-16,MAR03576,Steryl-ester acylhydrolase,"cholesterol-ester-8,11,14,17-eico[l] + H2O[l] => cholesterol[l] + H+[l] + omega-3-arachidonic acid[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3576;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3576,MNXR107315,,RHEA:10100,3.790958039926601
MAR03575_pos,8.0,5.331372295258117e-17,-3.7909580399265987,1.824460037916609e-16,MAR03575,Steryl-ester acylhydrolase,"cholesterol-ester-6,9,12,15-octa[l] + H2O[l] => cholesterol[l] + H+[l] + stearidonic acid[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3575;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3575,MNXR107315,,RHEA:10100,3.7909580399265987
MAR03549_pos,8.0,5.331372295258117e-17,-3.7909580399265965,1.824460037916609e-16,MAR03549,Steryl-ester acylhydrolase,cholesterol-ester-10-hepta[l] + H2O[l] => (10Z)-heptadecenoic acid[l] + cholesterol[l] + H+[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3549;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3549,MNXR107315,,RHEA:10100,3.7909580399265965
MAR03582_pos,8.0,5.331372295258117e-17,-3.7909580399265965,1.824460037916609e-16,MAR03582,Steryl-ester acylhydrolase,"cholesterol-ester-11,14,17-eico[l] + H2O[l] => (11Z,14Z,17Z)-eicosatrienoic acid[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3582;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3582,MNXR107315,,RHEA:10100,3.7909580399265965
MAR03594_pos,8.0,5.331372295258117e-17,-3.7909580399265965,1.824460037916609e-16,MAR03594,Steryl-ester acylhydrolase,"cholesterol-ester-11,14-eicosa[l] + H2O[l] => (11Z,14Z)-eicosadienoic acid[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3594;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3594,MNXR107315,,RHEA:10100,3.7909580399265965
MAR03596_pos,8.0,5.331372295258117e-17,-3.7909580399265965,1.824460037916609e-16,MAR03596,Steryl-ester acylhydrolase,"cholesterol-ester-10,13,16-docosa[l] + H2O[l] => 10,13,16-docosatriynoic acid[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3596;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3596,MNXR107315,,RHEA:10100,3.7909580399265965
MAR03542_pos,8.0,5.331372295258117e-17,-3.790958039926595,1.824460037916609e-16,MAR03542,Steryl-ester acylhydrolase,cholesterol-ester-7-tetrade[l] + H2O[l] => (7Z)-tetradecenoic acid[l] + cholesterol[l] + H+[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3542;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3542,MNXR107315,,RHEA:10100,3.790958039926595
MAR03556_pos,8.0,5.331372295258117e-17,-3.790958039926595,1.824460037916609e-16,MAR03556,Steryl-ester acylhydrolase,cholesterol-ester-7-octade[l] + H2O[l] => (7Z)-octadecenoic acid[l] + cholesterol[l] + H+[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3556;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3556,MNXR107315,,RHEA:10100,3.790958039926595
MAR03547_pos,8.0,5.331372295258117e-17,-3.7909580399265943,1.824460037916609e-16,MAR03547,Steryl-ester acylhydrolase,cholesterol-ester-palmn[l] + H2O[l] => cholesterol[l] + H+[l] + palmitolate[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3547;metanetx.reaction/MNXR105446;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3547,MNXR105446,,RHEA:10100,3.7909580399265943
MAR03563_pos,8.0,5.331372295258117e-17,-3.790958039926583,1.824460037916609e-16,MAR03563,Steryl-ester acylhydrolase,"cholesterol-ester-8,11-eico[l] + H2O[l] => 8,11-eicosadienoic acid[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3563;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3563,MNXR107315,,RHEA:10100,3.790958039926583
MAR03579_pos,8.0,5.331372295258117e-17,-3.790958039926583,1.824460037916609e-16,MAR03579,Steryl-ester acylhydrolase,"cholesterol-ester-9,12,15,18,21-tetra[l] + H2O[l] => (9Z,12Z,15Z,18Z,21Z)-TPA[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3579;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3579,MNXR107315,,RHEA:10100,3.790958039926583
MAR03591_pos,8.0,5.331372295258117e-17,-3.790958039926583,1.824460037916609e-16,MAR03591,Steryl-ester acylhydrolase,"cholesterol-ester-9,12,15,18-tetraco[l] + H2O[l] => (9Z,12Z,15Z,18Z)-TTA[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3591;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3591,MNXR107315,,RHEA:10100,3.790958039926583
MAR03546_pos,8.0,5.331372295258117e-17,-3.7909580399265708,1.824460037916609e-16,MAR03546,Steryl-ester acylhydrolase,cholesterol-ester-7-hexa[l] + H2O[l] => 7-palmitoleic acid[l] + cholesterol[l] + H+[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3546;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3546,MNXR107315,,RHEA:10100,3.7909580399265708
MAR03557_pos,8.0,5.331372295258117e-17,-3.7909580399265708,1.824460037916609e-16,MAR03557,Steryl-ester acylhydrolase,"cholesterol-ester-6,9-octa[l] + H2O[l] => (6Z,9Z)-octadecadienoic acid[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3557;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3557,MNXR107315,,RHEA:10100,3.7909580399265708
MAR03580_pos,8.0,5.331372295258117e-17,-3.7909580399265708,1.824460037916609e-16,MAR03580,Steryl-ester acylhydrolase,"cholesterol-ester-6,9,12,15,18,21-tetra[l] + H2O[l] => (6Z,9Z,12Z,15Z,18Z,21Z)-THA[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3580;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3580,MNXR107315,,RHEA:10100,3.7909580399265708
MAR03592_pos,8.0,5.331372295258117e-17,-3.7909580399265708,1.824460037916609e-16,MAR03592,Steryl-ester acylhydrolase,"cholesterol-ester-6,9,12,15,18-tetraco[l] + H2O[l] => (6Z,9Z,12Z,15Z,18Z)-TPA[l] + cholesterol[l] + H+[l]",3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/HMR_3592;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,HMR_3592,MNXR107315,,RHEA:10100,3.7909580399265708
MAR03552_pos,8.0,5.331372295258117e-17,-3.790958039926569,1.824460037916609e-16,MAR03552,Steryl-ester acylhydrolase,cholesterol-ester-ol[l] + H2O[l] => cholesterol[l] + H+[l] + oleate[l],3.1.1.13,ENSG00000107798 or ENSG00000170835,"[['LIPA'], ['CEL']]",Formation and hydrolysis of cholesterol esters,kegg.reaction/R02115;vmhreaction/r1178;metanetx.reaction/MNXR105447;metanetx.reaction/MNXR107315;rhea/10100;sbo/SBO:0000176,0,R02115,,r1178,MNXR105447;MNXR107315,,RHEA:10100,3.790958039926569
